datestamp,subject,relation,identifier,rights,language,contributor,type,type - dcmi recommendation,description,source,title,creator,date,format,format - mediatype,format - subtype,publisher,coverage,record id
2022-03-11T19:27:36Z,translation,https://aclanthology.org/L16-1357/,clarind-uds:subco,CC NC SA,eng,Jose Manuel Martinez Martinez,dataset,dataset,"SubCo, a machine and human Subtitle Corpus, is a corpus comprising both human (HT) and machine translations (MT) of subtitles as well as the post-edited version of the MT output. MT output is annotated with errors. All three versions (HT, MT, and post-edited MT) were evaluated by humans. German translations were produced by human translators as well as by the machine translation (MT) system SUMAT, which was developed and trained specifically for the translation of subtitles. Both human and machine translations were annotated with labels for the identification of the errors and were assigned evaluation scores on sentence level. The corpus was collected as part of a course on subtitling targeted at students enrolled in the Translation Studies programme at Saarland University.",,SubCo - A machine and human subtitle corpus,José Manuel Martínez Martínez,2022-01-01T00:00:00Z,text/xml,text,xml,Universität des Saarlandes,,"""""""oai:fedora.clarin-d.uni-saarland.de:clarind-uds:subco"""""""
,human translation,"José Manuel Martínez Martínez and Mihaela Vela. 2016. SubCo: A Learner Translation Corpus of Human and Machine Subtitles. In Proceedings of the Tenth International Conference on Language Resources and Evaluation (LREC'16), pages 2246–2254, Portorož, Slovenia. European Language Resources Association (ELRA).",hdl:11858/00-246C-0000-0023-8D18-7,CC BY NC SA,deu,Mihaela Vela,,,,,,Mihaela Vela,,,,,,,
,machine translation,,,,,,,,,,,,,,,,,,
,parallel corpus,,,,,,,,,,,,,,,,,,
,english,,,,,,,,,,,,,,,,,,
,german,,,,,,,,,,,,,,,,,,
2022-09-07T15:34:29Z,language model,"Baroni, M., and Kilgarriff, A. (2006). Large linguistically-processed web corpora for multiple languages, in Proceedings of the Eleventh Conference of the European Chapter of the Association for Computational Linguistics (EACL-2006), pp. 87-90.",clarind-uds:nlm-dewac,CC BY NC SA,,,collection,collection,"The resource is a set of language models at syllable and phone level. The contex t length (n-gram length) of the models ranges from 1 to 4 for syllable level and 1 to 6 for phone level. For each n-gram length, two model versions are provided: A forward version which contains the probability of a unit to occur given the preceding context, and a backward version which contains the probability of a unit to occur in the follow ing context. Each forward and backward model has a version that includes syllable boundary in formation and a version without syllable boundaries. The models were trained on the DeWaC German web corpus (Baroni and Kilgarriff 20 06) using the SRILM language modeling toolkit (Stolcke 2002). Syllabification was performed using HMM syllable tagger (Schmid, Möbius and Weidenkaff 2007).",,N-gram Language Models based on DeWaC German web corpus,Phonetics Group at Saarland University,2020–2021,text/plain,text,plain,Universität des Saarlandes,Germany,"""""""oai:fedora.clarin-d.uni-saarland.de:clarind-uds:nlm-dewac"""""""
,phonetics,"Stolcke, A. (2002). Srilm - an extensible language modeling toolkit, in international conference of Spoken Language Processing (Denver, Colorado), pp. 901-904.",hdl:21.11119/0000-000B-4141-2,,,,,,,,,https://www.coli.uni-saarland.de/groups/BM/phonetics/phonetics.html,,,,,,2009,
,german,"Helmut Schmid, Bernd Möbius, Julia Weidenkaff (2007). Tagging syllable boundaries with joint n-gram models. Interspeech 2007 (Antwerpen), 2857-2860. DOI: 10.21437/Interspeech.2007-535.",,,,,,,,,,,,,,,,,
2024-01-04T11:09:45Z,kyrgyz language,"Aida Kasieva, Jörg Knappen, Stefan Fischer, and Elke Teich (2020). A new Kyrgyz corpus: sampling, compilation, annotation, poster at 42. Jahrestagung der Deutschen Gesellschaft für Sprachwissenschaft, Hamburg (Germany), March 2020 https://www.zfs.uni-hamburg.de/dgfs2020/programm/abstracts/dgfs2020-clp-kasieva.pdf",clarind-uds:kyrgyz,CC BY NC SA,kir,Aida Kasieva,collection,collection,"The Manas-UdS Kyrgyz Corpus is an annotated corpus of the Kyrgyz language. Part one comprises 1,205,888 words of 84 literary texts of five genres: novel, novelette, epic, minor epic, and fairy tale. The corpus is annotated with lemma and part-of-speech tags and rich per-text meta-data. The texts were sourced from the Bizdin Muras foundation which promotes the development of the Kyrgyz language (http://bizdin.kg). Part two adds Kyrgyz proverbs (also from the Bizdin Muras foundation) and ca. 1 Million words of newspaper text generously provided by Erkin-Too, the state official newspaper of the Kyrgyz Republic (https://erkin-too.kg/).",,Manas-UdS Kyrgyz Corpus,"Aida Kasieva, Kyrgyz-Turkish Manas University, Bishkek, Kyrgyzstan",2019-01-01T00:00:00Z,text/xml,text,xml,,Kyrgyzstan,"""""""oai:fedora.clarin-d.uni-saarland.de:clarind-uds:kyrgyz"""""""
,manas epos,"Washington, Jonathan, Mirlan Ipasov, and Francis Tyers (2012): ""A finite-state morphological transducer for Kyrgyz"". LREC 2012.",hdl:21.11119/0000-0004-B62D-D,"© Erkin Too, non-commercial, full citation ",,Jörg Knappen,written corpus,text,,,,"Jörg Knappen, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes",2022-01-01T00:00:00Z,,,,,1959–2021,
,jamila,"Washington, Jonathan North, Francis Morton Tyers, 2019, Delineating Turkic non-finite verb forms by syntactic function, Proceedings of the Workshop on Turkic and Languages in Contact with Turkic, Vol. 4, DOI: https://doi.org/10.3765/ptu.v4i1.4587",,"©  Bizdin Muras Foundation, non-commercial, author attribution",,Stefan Fischer,newspaper corpus,text,,,,,,,,,,,
,news,,,,,Elke Teich,,,,,,,,,,,,,
2023-02-13T15:14:27Z,universal dependencies,"Krielke, Marie-Pauline, Luigi Talamo, Jörg Knappen, and Mahmoud Fawzi (2022). Tracing Syntactic Change in the Scientific Genre: Two Universal Dependency-parsed Diachronic Corpora of Scientific English and German. Conference: LREC 2022 At: http://www.lrec-conf.org/proceedings/lrec2022/pdf/2022.lrec-1.514.pdf",clarind-uds:gutesaetze-rsc,CC BY NC SA,eng,,collection,collection,"This is a Universal Dependency parsed version of the The Royal Society Corpus (RSC) 6.0 Open In the preparation of the corpus, ""good sentences"" were extracted from RSC V6.0 Open, excluding sentences with the following features (a) beginning with a word in lower case and the sentence preceding them (incomplete), (b) sentences with less than 8 tokens (too short), (c) as well as sentences lacking a verb (verbless), (d) being in a language different from English. The downloadable corpus has the following annotations word lemma upos — Part-of-Speech using Universal Depencies pos — Part-of-Speech using PennTreebank tagset ufeat — Universal Features (morphological annotation) parent — the parent of a token in the dependency tree urel — Universal Relation dl — Dependency length srp — Surprisal srp_avg — Average Surprisal",,Royal Society Corpus Universal Dependency Parsed,"Marie-Pauline Krielke, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes",2022-01-01T00:00:00Z,text/xml,text,xml,"Lehrstuhl Englische Sprach- und Übersetzungswissenschaft, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes, Saarbrücken",United Kingdom,"""""""oai:fedora.clarin-d.uni-saarland.de:clarind-uds:gutesaetze-rsc"""""""
,early modern english,Royal Society Corpus Version 6.0,hdl:21.11119/0000-000A-A556-B,,,,treebank,text,,,,"Luigi Talamo, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes",,,,,,1665–1920,
,late modern english,hdl:21.11119/0000-0004-8E37-F,,,,,,,,,,"Jörg Knappen, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes",,,,,,,
,scientific english,,,,,,,,,,,"Mahmoud Fawzi, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes",,,,,,,
2023-02-21T19:14:18Z,universal dependencies,"Krielke, Marie-Pauline, Luigi Talamo, Jörg Knappen, and Mahmoud Fawzi (2022). Tracing Syntactic Change in the Scientific Genre: Two Universal Dependency-parsed Diachronic Corpora of Scientific English and German. Conference: LREC 2022 At: http://www.lrec-conf.org/proceedings/lrec2022/pdf/2022.lrec-1.514.pdf",clarind-uds:gutesaetze-dtaw,CC BY NC SA,deu,,collection,collection,"This is a Universal Dependency parsed version of Deutsches Textarchiv genre Wissenschaft (DTWA). In the preparation of the corpus, ""good sentences"" were extracted from DTAW, excluding sentences with the following features (a) sentences with less than 8 tokens (too short), (b) as well as sentences lacking a verb (verbless), (c) being in a language different from English. The downloadable corpus has the following annotations word lemma upos — Part-of-Speech using Universal Depencies pos — Part-of-Speech using PennTreebank tagset ufeat — Universal Features (morphological annotation) parent — the parent of a token in the dependency tree urel — Universal Relation dl — Dependency length srp — Surprisal srp_avg — Average Surprisal",,Deutsches Textarchiv (Wissenschaft) Universal Dependency Parsed,"Marie-Pauline Krielke, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes",2022-01-01T00:00:00Z,text/xml,text,xml,"Lehrstuhl Englische Sprach- und Übersetzungswissenschaft, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes, Saarbrücken",Germany,"""""""oai:fedora.clarin-d.uni-saarland.de:clarind-uds:gutesaetze-dtaw"""""""
,scientific german,Deutsches Textarchiv,hdl:21.11119/0000-000A-A555-C,,,,treebank,text,,,,"Luigi Talamo, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes",,,,,,1590–1937,
,,hdl:21.11120/0000-0005-0ABA-F,,,,,,,,,,"Jörg Knappen, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes",,,,,,,
,,,,,,,,,,,,"Mahmoud Fawzi, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes",,,,,,,
2023-10-23T13:57:35Z,ukrainian language,"Stefan Fischer, Kateryna Haidarzhyi, Jörg Knappen, Yuliya Stodolinska, and Elke Teich (2024). A Contemporary News Corpus for Ukrainian (CNC-UA). Poster at 45. Jahrestagung der Deutschen Gesellschaft für Sprachwissenschaft, Köln, Germany",clarind-uds:cnc-ua,CC BY NC ND,ukr,Stefan Fischer,collection,collection,"CNC-UA was built from a database dump provided to us by Suspilne. Linguistic annotations were added by processing the texts with the Stanza NLP library (Qi et al., 2020). Each text is annotated with an identifier, article title as well as date and time of publication. Currently, we apply various language modelling techniques to the corpus, including topic models, for analysis of the data. The motivation for building the corpus was to track language use in news reporting as the Russian war against Ukraine proceeded.",,Contemporary News Corpus for Ukrainian (CNC-UA),"Stefan Fischer, Universität des Saarlandes",2022-01-01T00:00:00Z,text/xml,text,xml,,Ukraine,"""""""oai:fedora.clarin-d.uni-saarland.de:clarind-uds:cnc-ua"""""""
,news,"Qi, P., Y. Zhang, Y. Zhang, J. Bolton, and C. D. Manning (2020). Stanza: A Python Natural Language Processing Toolkit for Many Human Languages. Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics: System Demonstrations.",hdl:21.11119/0000-000E-1C5C-D,"© Suspilne Movlennya Public Broadcasting Company of Ukraine; non commercial, full citaton",,Kateryna Haidarzhyi,written corpus,text,,,,"Kateryna Haidarzhyi, Universität des Saarlandes",,,,,,2019–2022,
,ukraine,,,,,Jörg Knappen,newspaper corpus,text,,,,"Jörg Knappen, Universität des Saarlandes",,,,,,,
,war,,,,,Yuliya Stodolinska,,,,,,"Yuliya Stodolinska, Universität des Saarlandes",,,,,,,
,,,,,,Elke Teich,,,,,,"Elke Teich, Universität des Saarlandes",,,,,,,
2024-01-04T10:57:40Z,kyrgyz language,"Aida Kasieva, Jörg Knappen, Stefan Fischer, and Elke Teich (2020). A new Kyrgyz corpus: sampling, compilation, annotation, poster at 42. Jahrestagung der Deutschen Gesellschaft für Sprachwissenschaft, Hamburg (Germany), March 2020 https://www.zfs.uni-hamburg.de/dgfs2020/programm/abstracts/dgfs2020-clp-kasieva.pdf",clarind-uds:kyrgyz,CC BY NC SA,kir,Aida Kasieva,collection,collection,"The Manas-UdS Kyrgyz Corpus is an annotated corpus of the Kyrgyz language. Part one comprises 1,205,888 words of 84 literary texts of five genres: novel, novelette, epic, minor epic, and fairy tale. The corpus is annotated with lemma and part-of-speech tags and rich per-text meta-data. The texts were sourced from the Bizdin Muras foundation which promotes the development of the Kyrgyz language (http://bizdin.kg). Part two adds Kyrgyz proverbs (also from the Bizdin Muras foundation) and ca. 1 Million words of newspaper text generously provided by Erkin-Too, the state official newspaper of the Kyrgyz Republic (https://erkin-too.kg/).",,Manas-UdS Kyrgyz Corpus,"Aida Kasieva, Kyrgyz-Turkish Manas University, Bishkek, Kyrgyzstan",2019-01-01T00:00:00Z,text/xml,text,xml,,Kyrgyzstan,oai:fedora.clarin-d.uni-saarland.de:clarind-uds:kyrgyz
,manas epos,"Washington, Jonathan, Mirlan Ipasov, and Francis Tyers (2012): ""A finite-state morphological transducer for Kyrgyz"". LREC 2012.",hdl:21.11119/0000-0004-B62D-D,"© Erkin Too, non-commercial, full citation ",,Jörg Knappen,written corpus,text,,,,"Jörg Knappen, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes",2022-01-01T00:00:00Z,,,,,1959–2021,
,jamila,"Washington, Jonathan North, Francis Morton Tyers, 2019, Delineating Turkic non-finite verb forms by syntactic function, Proceedings of the Workshop on Turkic and Languages in Contact with Turkic, Vol. 4, DOI: https://doi.org/10.3765/ptu.v4i1.4587",,"©  Bizdin Muras Foundation, non-commercial, author attribution",,Stefan Fischer,newspaper corpus,text,,,,,,,,,,,
,news,,,,,Elke Teich,,,,,,,,,,,,,
2024-01-04T11:01:41Z,kyrgyz language,"Aida Kasieva, Jörg Knappen, Stefan Fischer, and Elke Teich (2020). A new Kyrgyz corpus: sampling, compilation, annotation, poster at 42. Jahrestagung der Deutschen Gesellschaft für Sprachwissenschaft, Hamburg (Germany), March 2020 https://www.zfs.uni-hamburg.de/dgfs2020/programm/abstracts/dgfs2020-clp-kasieva.pdf",clarind-uds:kyrgyz,CC BY NC SA,kir,Aida Kasieva,collection,collection,"The Manas-UdS Kyrgyz Corpus is an annotated corpus of the Kyrgyz language. Part one comprises 1,205,888 words of 84 literary texts of five genres: novel, novelette, epic, minor epic, and fairy tale. The corpus is annotated with lemma and part-of-speech tags and rich per-text meta-data. The texts were sourced from the Bizdin Muras foundation which promotes the development of the Kyrgyz language (http://bizdin.kg). Part two adds Kyrgyz proverbs (also from the Bizdin Muras foundation) and ca. 1 Million words of newspaper text generously provided by Erkin-Too, the state official newspaper of the Kyrgyz Republic (https://erkin-too.kg/).",,Manas-UdS Kyrgyz Corpus,"Aida Kasieva, Kyrgyz-Turkish Manas University, Bishkek, Kyrgyzstan",2019-01-01T00:00:00Z,text/xml,text,xml,,Kyrgyzstan,"""""""""""oai:fedora.clarin-d.uni-saarland.de:clarind-uds:kyrgyz"""""""""""
,manas epos,"Washington, Jonathan, Mirlan Ipasov, and Francis Tyers (2012): ""A finite-state morphological transducer for Kyrgyz"". LREC 2012.",hdl:21.11119/0000-0004-B62D-D,"© Erkin Too, non-commercial, full citation ",,Jörg Knappen,written corpus,text,,,,"Jörg Knappen, Sprachwissenschaft und Sprachtechnologie, Universität des Saarlandes",2022-01-01T00:00:00Z,,,,,1959–2021,
,jamila,"Washington, Jonathan North, Francis Morton Tyers, 2019, Delineating Turkic non-finite verb forms by syntactic function, Proceedings of the Workshop on Turkic and Languages in Contact with Turkic, Vol. 4, DOI: https://doi.org/10.3765/ptu.v4i1.4587",,"©  Bizdin Muras Foundation, non-commercial, author attribution",,Stefan Fischer,newspaper corpus,text,,,,,,,,,,,
,news,,,,,Elke Teich,,,,,,,,,,,,,
